,id,name,username,created_at,protected,withheld,location,url,description,verified,entities,profile_image_url,public_metrics,pinned_tweet_id
0,1588751659987091456,karen,karen61061266,2022-11-05T04:35:01.000Z,False,,,,"☆普通のママでも発信から夢を叶える
田舎暮らし夫👱‍♂️娘👱‍♀️
元外資マーケOLが教える即成長ノウハウ👩🏼‍🏫
無料でサポートしてます",False,,https://pbs.twimg.com/profile_images/1588752007224958976/thELx-0e_normal.jpg,"{'followers_count': 140, 'following_count': 1157, 'tweet_count': 0, 'listed_count': 0}",
1,1591458874812469249,Arisa,Arisa45623927,2022-11-12T15:52:32.000Z,False,,,,"☆普通のママでも発信から夢を叶える
◆ 1日20分の筋トレで-8kg
子育てコーチング✨
今すぐ使えるノウハウプレゼント🎁",False,,https://pbs.twimg.com/profile_images/1591459234331361280/jlzeBCLL_normal.jpg,"{'followers_count': 60, 'following_count': 722, 'tweet_count': 0, 'listed_count': 1}",
2,1597881121601196033,Yurina,Yurina40830874,2022-11-30T09:12:14.000Z,False,,,,"◆広告代理店でメディア担当
2児の二級建築士ママがSNS起業！
素敵な空間と癒しを☘️
お気軽にフォロー喜んで☺️",False,,https://pbs.twimg.com/profile_images/1597881493979906049/1Ybqq1yE_normal.jpg,"{'followers_count': 52, 'following_count': 855, 'tweet_count': 0, 'listed_count': 0}",
3,1585358819357515776,SUMIKA,SUMIKA73545870,2022-10-26T19:53:02.000Z,False,,,,"\ 簡単わかりやすくビジネスをママに伝えると家庭もうまくいく/
👩上場企業勤め・３児ワーママ
◽理想の暮らしを作っていく
実績者多数輩出中！フォローで無料サポートしています！",False,,https://pbs.twimg.com/profile_images/1585359135587110945/_MPxDicS_normal.jpg,"{'followers_count': 71, 'following_count': 1289, 'tweet_count': 0, 'listed_count': 2}",
4,849112196076322818,乳がん🙋‍♀️生米ママ/2年生,0120107929goro,2017-04-04T04:11:38.000Z,False,,日本,,2022.2.18コロナ陽性/2021.5.10に右胸にしこり発見/6.1に乳がん告知/8月全摘＋同時再建/10.28タモ10年開始/ER 98%/PgR 80%/HER2 1+/ki67 50%/どなたかの参考になれば/1980年生/在宅フルタイム/硬がん/エキスパンダー/痔主/2015baby/フェミニスト,False,,https://pbs.twimg.com/profile_images/1597539342620438528/z7x-KpKd_normal.jpg,"{'followers_count': 424, 'following_count': 386, 'tweet_count': 8287, 'listed_count': 6}",1.4111697341171384e+18
5,1584863181964705793,Fuuna,Fuuna66701064,2022-10-25T11:03:34.000Z,False,,,,"🔸ホームページでファンを増やす専門家
2児の二級建築士ママがSNS起業！
子育てコーチング✨
経験不問でどなたでもご参加頂けます♪ ぜひフォローしてくださいね！",False,,https://pbs.twimg.com/profile_images/1584863541093228546/X1J-2qJK_normal.jpg,"{'followers_count': 57, 'following_count': 1100, 'tweet_count': 0, 'listed_count': 1}",
6,1493101579741847555,Mitake🍀時間とお金が自由なママ,Mitake29673084,2022-02-14T05:55:54.000Z,False,,,,2児を子育て中👼初心者でも出来るかんたん副業を紹介しています🌼スマホさえあればどこでもお仕事可能🌼自分のペースでやりたいときにやれます🌺私自身3ヵ月で月100万達成しました✩本気で副業に興味がある方を無料でサポートしてます✊無言フォロー失礼します💦,False,,https://pbs.twimg.com/profile_images/1493203924953751554/JFk3wO4b_normal.jpg,"{'followers_count': 89, 'following_count': 1061, 'tweet_count': 0, 'listed_count': 0}",
7,1515658726107389954,れみ,lunch29,2022-04-17T11:49:43.000Z,False,,,https://t.co/sKElUTd2ES,"子育てママ👶子供と自由に生きていくために日々学習中(^-^)
成功者から学んできた人生や子育ての教えについて皆さんにお伝えしています。
私はこの教えで人生激変し、自由でより良い人生を手にすることが出来ました！
学んだ方は売り上げが5倍になったり、子供との関係や人生が180度変わった！という方が多数います！
詳細は👇",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sKElUTd2ES', 'expanded_url': 'https://lin.ee/OUcZ1ix', 'display_url': 'lin.ee/OUcZ1ix'}]}}",https://pbs.twimg.com/profile_images/1515664970725588993/OGQR05XL_normal.jpg,"{'followers_count': 205, 'following_count': 1022, 'tweet_count': 61, 'listed_count': 1}",
8,1461106349543424000,ベルママfuji1103　庶民会議メンバー,fuji11032,2021-11-17T22:58:19.000Z,False,,,,"中野区で地域活動歴12年。
バラ、胡蝶蘭、クリスマスローズを育てています。逆進性の高い消費税はいらない！真実を伝えない、追及しないマスメディアに怒っています！弱いものいじめと差別は大嫌い。",False,,https://pbs.twimg.com/profile_images/1461106718017191937/7edoQ5rz_normal.jpg,"{'followers_count': 583, 'following_count': 695, 'tweet_count': 9518, 'listed_count': 7}",1.5798076777521725e+18
9,1398364180193984515,Yuka💝サイドビジネスで月収100万円,Yuka10081666343,2021-05-28T19:43:04.000Z,False,,月100万円の収入構築の秘密を教えます😃,https://t.co/iUbNAD7nX4,"天使2人のママ💖
離婚後、生活していくのがやっとの状態...🙇‍♀️⇒今の現状を変えたいと思い、ネットビジネスに出会う⇒3ヵ月で月収100万円達成💗
時間とお金が自由になってゆとりのある生活に💜
副業に興味がある人をサポートしてます🌟
無言フォロー大歓迎です💜",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iUbNAD7nX4', 'expanded_url': 'https://lin.ee/DdkNlYQ', 'display_url': 'lin.ee/DdkNlYQ'}]}}",https://pbs.twimg.com/profile_images/1399365554989842437/2O40d1I1_normal.jpg,"{'followers_count': 1, 'following_count': 23, 'tweet_count': 2, 'listed_count': 0}",
