,id,name,username,created_at,protected,withheld,location,url,description,verified,entities,profile_image_url,public_metrics,pinned_tweet_id
0,1294121678285365250,あかりの日常🌙,akari20220910,2020-08-14T04:00:36.000Z,False,,,,令和3年9月10日に産まれた、あかりの成長を綴る部屋です✨1年と少し経って落ち着いてきたので少しずつツイートします🍀管理人：パパ✨ママ✨ TikTokやってます♪➡️https://t.co/f4EuJMpTIY,False,"{'description': {'urls': [{'start': 83, 'end': 106, 'url': 'https://t.co/f4EuJMpTIY', 'expanded_url': 'https://www.tiktok.com/@akarinonichijyou?_t=8ZEQDTyXQLh&_r=1', 'display_url': 'tiktok.com/@akarinonichij…'}]}}",https://pbs.twimg.com/profile_images/1609417428542582784/Fo3KnuI7_normal.jpg,"{'followers_count': 319, 'following_count': 449, 'tweet_count': 104, 'listed_count': 3}",
1,1571795700123566081,りなママ@ファッション・コスメ好き,rina_otoku,2022-09-19T09:38:04.000Z,False,,,,"ファッション(プチプラ)やコスメが好きな主婦です💄
長女8歳、次女6歳。
その他、お得なセールや掘り出し物を探すのも好きです🥰
相互フォロー100%🙆🏻‍♀️　フォロバ100❣
DMの返信はしていません✖",False,,https://pbs.twimg.com/profile_images/1580123174951231489/lQcdZYIC_normal.jpg,"{'followers_count': 2587, 'following_count': 3351, 'tweet_count': 268, 'listed_count': 1}",
2,1564855362066325506,こどもプログラミング教室～ほっぷ～　大阪　吹田　豊中　緑地公園　桃山台,programming_hop,2022-08-31T06:00:04.000Z,False,,ホームページはこちら↓,https://t.co/X7cMG7FcHM,"4歳～親子で楽しくプログラミングについて学ぼう☺️4歳娘のママ🎶インスタ▶️https://t.co/kkHYN7aAGT　
勧誘、営業は一切行っておりません。",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/X7cMG7FcHM', 'expanded_url': 'http://kids-programming-beginner-school.com/', 'display_url': 'kids-programming-beginner-school.com'}]}, 'description': {'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/kkHYN7aAGT', 'expanded_url': 'https://www.instagram.com/programming.hop/?utm_source=qr', 'display_url': 'instagram.com/programming.ho…'}]}}",https://pbs.twimg.com/profile_images/1564855723279781888/C6AMmx5f_normal.jpg,"{'followers_count': 16, 'following_count': 66, 'tweet_count': 7, 'listed_count': 0}",
3,1461949723946864641,なみ母さん＠ブログ1年5か月目！,73kaaaa3,2021-11-20T06:50:04.000Z,False,,雑記ブログ｢平凡帳｣→,https://t.co/TJAQCkfkAF,保護猫2匹｜小4、年長、1歳の3姉弟ママ｜アラフォー主婦｜Cocoon｜保護猫と日常のあったらいいなをブログで発信中｜DIY好き｜漫画、アニメ好き｜無言フォロー失礼します｜無言フォロー歓迎｜ブログ仲間と繋がりたい｜Amazonアソシエイト参加中｜https://t.co/KgWGUqeEdo,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TJAQCkfkAF', 'expanded_url': 'https://namikaasan.com/', 'display_url': 'namikaasan.com'}]}, 'description': {'urls': [{'start': 123, 'end': 146, 'url': 'https://t.co/KgWGUqeEdo', 'expanded_url': 'http://lit.link/namikaasan', 'display_url': 'lit.link/namikaasan'}]}}",https://pbs.twimg.com/profile_images/1587261763397259264/RLNlyTsJ_normal.jpg,"{'followers_count': 1689, 'following_count': 1551, 'tweet_count': 3057, 'listed_count': 4}",1.587716448658817e+18
4,1455375595743813633,りゅうりゅうママ,ryuryumama55,2021-11-02T03:26:20.000Z,False,,兵庫県　神戸市北区　三田市　西宮北,https://t.co/YZQljmMmu8,『kizuq』主婦のミカタでWebライターをしていますᵕ̈* 三田市・神戸市北区 ・西宮北の地域の魅力を発信をしています☻︎♬ 小学生𐀪𐁑＋年中𖦔の3人の子育て中˖*☆★ 気軽にFollowして下さい⋆⸜ᵀᴴᴬᴺᴷ ᵞᴼᵁ⸝⋆,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YZQljmMmu8', 'expanded_url': 'https://kizuq.me/shufu/', 'display_url': 'kizuq.me/shufu/'}]}}",https://pbs.twimg.com/profile_images/1479800057490984965/blzPwi_E_normal.jpg,"{'followers_count': 998, 'following_count': 1089, 'tweet_count': 5427, 'listed_count': 4}",1.629961971478192e+18
5,1479803963159777284,ごうママ6y,gokun5y,2022-01-08T13:16:03.000Z,False,,,,6歳の男の子がいます。子育て世代の方と繋がりたいです！！子供と休日にあちこち遊びに行くのが大好きです。アプリはトド算数、トド英語、ワンダーボックス。英語はワールドワイズキッズと中古ディズニー英語システム。習い事は体操、英語、水泳、トイズアカデミージュニア。 京都市在住です😄無言フォロー失礼&大歓迎です☆,False,,https://pbs.twimg.com/profile_images/1537924301059661824/wwhEejFb_normal.jpg,"{'followers_count': 420, 'following_count': 395, 'tweet_count': 120, 'listed_count': 0}",
6,1561613831637331968,シングル二児ママ*かーちゃん,yuka32520625,2022-08-22T07:18:54.000Z,False,,,https://t.co/4FkcH1uSRg,2021年12月に離婚。いろいろあったけど前を向いて、大好きな子供たちと3人で生活中🥰何かに夢中になりたくて、YouTube投稿を始めました！よかったらチャンネル登録、高評価をよろしくお願いします*_ _),False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4FkcH1uSRg', 'expanded_url': 'https://youtube.com/channel/UCraJ6jxm1R6oMjCGFivBxgw', 'display_url': 'youtube.com/channel/UCraJ6…'}]}}",https://pbs.twimg.com/profile_images/1565899191955496961/_HC_3yMT_normal.jpg,"{'followers_count': 1172, 'following_count': 2531, 'tweet_count': 92, 'listed_count': 1}",1.5768054845599334e+18
7,543121925,なおすけ,naopapa1007,2012-04-02T05:01:21.000Z,False,,,,"30代、2児の父です＼＼\\ ٩( 'ω' )و //／／

子供を育てる上で必要な知識を勉強(“φ(･ω･｡そして効率良い方法を模索しています( ºωº Ξ ºωº )

パパやママ、それ以外の方もフォローよろしくお願いしますm(_ _)m

#子育て　#フォロバ　#相互フォロー
#子供",False,"{'description': {'hashtags': [{'start': 123, 'end': 127, 'tag': '子育て'}, {'start': 128, 'end': 133, 'tag': 'フォロバ'}, {'start': 134, 'end': 141, 'tag': '相互フォロー'}, {'start': 142, 'end': 145, 'tag': '子供'}]}}",https://pbs.twimg.com/profile_images/1535563529281245184/HOIQZWUW_normal.jpg,"{'followers_count': 746, 'following_count': 780, 'tweet_count': 48, 'listed_count': 0}",
8,1443589549326671879,るあららチャンネル,ruarara_channel,2021-09-30T14:53:02.000Z,False,,,https://t.co/BFoACuaOUg,2021年9月▶️YouTube 【るあららチャンネル】スタート👧🏻👧🏻 『るあららンド』へようこそ🎡🎢🎠ファミリーチャンネルです😊 編集超絶初心者級のママが運営🔰 るあららちゃんには大学生のお兄ちゃんもいます。 ロシアンブルーのルーク・シルマ😸😺 トイプードルのきなこ🐶もいます✨ 相互登録❌,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BFoACuaOUg', 'expanded_url': 'https://youtube.com/@ruararachannel', 'display_url': 'youtube.com/@ruararachannel'}]}}",https://pbs.twimg.com/profile_images/1443881827865821187/sDxHK005_normal.jpg,"{'followers_count': 794, 'following_count': 655, 'tweet_count': 513, 'listed_count': 6}",1.5638308433403945e+18
9,1292833844584824833,はーたろ@工夫して行動する子育てパパ,hartamtam,2020-08-10T14:43:21.000Z,False,,,,福島県30代|美容師|2歳の娘を子育て中|子育て関する・時間・お金・食事・仕事との両立・関わり方などの悩みについて我が家なりに工夫している事を毎日発信中|見てくれた方が優しい気持ちになれるような発信を心がけています✨|子育て中のパパママさんにぜひフォローしてもらいたいです🍀,False,,https://pbs.twimg.com/profile_images/1292834109937475585/8vQYtIfu_normal.jpg,"{'followers_count': 939, 'following_count': 673, 'tweet_count': 1211, 'listed_count': 2}",1.617092224462e+18
